text,label
نشاط ترفيهي للفريق الأسبوع القادم رقم 1355,Medium
الرد على استفسارات العملاء رقم 2545,Medium
Book travel tickets for conference task #1458,Low
اجتماع الفريق الأسبوعي رقم 2635,High
Update antivirus software task #4941,High
تحديث مستندات المشروع رقم 2809,Low
تخطيط لحملة تسويقية رقم 4456,Low
Fix login issue reported by users task #45,Medium
Order new printers task #1685,Medium
إصلاح عاجل لمشكلة في الخادم رقم 3795,Low
Fix production bug urgently task #4434,High
جدولة إجازة رقم 363,Low
Deploy release candidate task #2061,High
إرسال التقرير النهائي غداً رقم 3463,Medium
إرسال التقرير النهائي غداً رقم 1256,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 1766,High
جدولة إجازة رقم 4321,High
الرد على استفسارات العملاء رقم 1592,Medium
Weekly team sync task #1968,Medium
Schedule interviews for new hires task #2410,High
تخطيط لحملة تسويقية رقم 2912,High
Team feedback session task #3707,Low
Order new printers task #233,High
تصحيح خطأ في بوابة الدفع رقم 2880,High
إرسال التقرير النهائي غداً رقم 2033,Medium
Deploy release candidate task #526,Low
متابعة الفاتورة مع المورد رقم 3923,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 2979,High
Fix login issue reported by users task #1244,Medium
Weekly team sync task #1480,High
Deploy release candidate task #105,Low
تنظيم تدقيق ربعي رقم 4695,Medium
Prepare monthly KPI dashboard task #4534,Medium
Fix production bug urgently task #1697,Medium
نشر التحديثات الجديدة على السيرفر رقم 4522,Medium
Create timeline for new project task #3089,Medium
شكوى من العميل - يجب حلها فوراً رقم 943,Medium
Plan for team outing task #849,High
Prepare for board meeting task #3359,Medium
شراء مستلزمات المكتب رقم 2862,High
Plan for team outing task #654,High
التحقق من البريد الإلكتروني رقم 3830,Low
Daily standup notes task #629,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 3194,High
Fix login issue reported by users task #3467,Low
Submit annual financial report task #3204,Medium
الرد على استفسارات العملاء رقم 1020,Medium
اجتماع الفريق الأسبوعي رقم 319,Medium
Plan for team outing task #1718,High
Handle customer refund request task #3356,High
متابعة الفاتورة مع المورد رقم 1714,Medium
Plan for team outing task #1046,High
تصحيح خطأ في بوابة الدفع رقم 1537,Medium
Check emails task #1049,High
الرد على استفسارات العملاء رقم 348,Medium
اجتماع الفريق الأسبوعي رقم 2928,High
Team feedback session task #411,Medium
Order new printers task #1356,Medium
تحضير عرض تقديمي للاجتماع رقم 1729,Low
Set up monitoring alerts task #282,Medium
التحقق من البريد الإلكتروني رقم 2818,Medium
Update antivirus software task #2990,Medium
Respond to client complaints immediately task #3176,Low
Prepare for board meeting task #820,Medium
Create timeline for new project task #2485,High
التحقق من البريد الإلكتروني رقم 3269,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 1859,High
Book travel tickets for conference task #4349,Medium
Plan for team outing task #575,Low
Book travel tickets for conference task #2465,Medium
Weekly team sync task #1499,High
Daily standup notes task #2588,Medium
نشر التحديثات الجديدة على السيرفر رقم 880,Low
Book travel tickets for conference task #4303,Low
Set up monitoring alerts task #4613,High
Submit annual financial report task #1737,Medium
Refactor legacy code task #4625,Medium
مراجعة الكود للميزة الجديدة رقم 2387,Medium
إصلاح عاجل لمشكلة في الخادم رقم 535,Low
تحديث أمني هام جداً رقم 3634,Low
Fix login issue reported by users task #4001,Medium
Schedule interviews for new hires task #4376,Low
الرد على استفسارات العملاء رقم 1534,Low
نشر التحديثات الجديدة على السيرفر رقم 724,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 4118,Medium
Handle customer refund request task #529,Medium
إصلاح عاجل لمشكلة في الخادم رقم 4386,Low
Daily standup notes task #4650,Medium
Prepare monthly KPI dashboard task #359,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 549,High
التحقق من البريد الإلكتروني رقم 3933,Medium
Order new printers task #228,Low
تحديث مستندات المشروع رقم 539,High
Respond to client complaints immediately task #1517,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 2691,Medium
Plan for team outing task #1898,Medium
Update antivirus software task #2493,High
طلب شراء أجهزة كمبيوتر جديدة رقم 765,Low
Deploy release candidate task #2259,Medium
Fix login issue reported by users task #2278,Low
تحضير عرض تقديمي للاجتماع رقم 215,High
نشر التحديثات الجديدة على السيرفر رقم 3690,Low
Fix production bug urgently task #1465,High
Book travel tickets for conference task #605,High
Order new printers task #4575,High
Fix production bug urgently task #2940,Medium
Handle customer refund request task #4243,High
Team feedback session task #1903,Medium
شكوى من العميل - يجب حلها فوراً رقم 2521,Low
شراء مستلزمات المكتب رقم 381,Low
Daily standup notes task #2175,Low
Fix login issue reported by users task #1020,High
نشر التحديثات الجديدة على السيرفر رقم 957,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 3722,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 2322,High
Schedule interviews for new hires task #4411,High
Fix login issue reported by users task #3177,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 4710,High
اجتماع الفريق الأسبوعي رقم 4841,High
اجتماع الفريق الأسبوعي رقم 1445,High
اجتماع الفريق الأسبوعي رقم 3999,Medium
تحديث مستندات المشروع رقم 2120,Medium
تخطيط لحملة تسويقية رقم 4031,Medium
Fix production bug urgently task #1587,Medium
Prepare for board meeting task #2488,High
تصحيح خطأ في بوابة الدفع رقم 918,Medium
Order new printers task #1857,Medium
شكوى من العميل - يجب حلها فوراً رقم 4358,Low
تخطيط لحملة تسويقية رقم 2453,Medium
Check emails task #1655,Low
تحضير عرض تقديمي للاجتماع رقم 3709,Medium
Submit annual financial report task #4251,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 3666,Low
تحديث مستندات المشروع رقم 3047,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 2753,Medium
Team feedback session task #3453,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 3090,Medium
Handle customer refund request task #3984,Low
Weekly team sync task #1237,High
Refactor legacy code task #4036,Medium
الرد على استفسارات العملاء رقم 4975,Low
تحديث أمني هام جداً رقم 2058,Low
التحقق من البريد الإلكتروني رقم 4863,High
Create timeline for new project task #527,Medium
Prepare monthly KPI dashboard task #1106,High
Book travel tickets for conference task #289,Medium
تحديث أمني هام جداً رقم 4518,High
التحقق من البريد الإلكتروني رقم 2136,Low
شكوى من العميل - يجب حلها فوراً رقم 2270,High
Create timeline for new project task #1990,Medium
Set up monitoring alerts task #3788,Medium
جدولة إجازة رقم 2741,Medium
Prepare for board meeting task #1071,Medium
تخطيط لحملة تسويقية رقم 1987,Low
Submit annual financial report task #2662,Medium
Team feedback session task #4895,Medium
Check emails task #3142,Medium
تصحيح خطأ في بوابة الدفع رقم 3145,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 3041,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 3202,High
تصحيح خطأ في بوابة الدفع رقم 1641,Medium
التحقق من البريد الإلكتروني رقم 4138,Low
تنظيم تدقيق ربعي رقم 4996,Medium
تحضير عرض تقديمي للاجتماع رقم 591,Low
الرد على استفسارات العملاء رقم 4948,Medium
مراجعة الكود للميزة الجديدة رقم 4069,Medium
Schedule interviews for new hires task #2590,Low
إصلاح عاجل لمشكلة في الخادم رقم 4632,Medium
Fix production bug urgently task #4818,Low
Create timeline for new project task #4108,Medium
Daily standup notes task #677,Medium
شكوى من العميل - يجب حلها فوراً رقم 3737,Medium
Prepare for board meeting task #1771,High
متابعة الفاتورة مع المورد رقم 1829,High
Update antivirus software task #4391,Medium
تنظيم تدقيق ربعي رقم 1312,High
Set up monitoring alerts task #3861,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 1308,High
Set up monitoring alerts task #4157,High
Create timeline for new project task #151,Medium
تحديث أمني هام جداً رقم 3586,Low
Handle customer refund request task #2151,Medium
تصحيح خطأ في بوابة الدفع رقم 4712,Medium
التحقق من البريد الإلكتروني رقم 2777,High
تنظيم تدقيق ربعي رقم 3236,Medium
Weekly team sync task #1135,High
Fix production bug urgently task #1785,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 4484,Low
الرد على استفسارات العملاء رقم 3740,Medium
Respond to client complaints immediately task #4050,Low
Daily standup notes task #520,Medium
Weekly team sync task #1082,Medium
Prepare monthly KPI dashboard task #294,High
تصحيح خطأ في بوابة الدفع رقم 2134,Medium
Schedule interviews for new hires task #38,High
مراجعة الكود للميزة الجديدة رقم 4875,Medium
Refactor legacy code task #3131,Low
Team feedback session task #4930,Low
Prepare monthly KPI dashboard task #4492,Low
نشر التحديثات الجديدة على السيرفر رقم 345,Medium
تصحيح خطأ في بوابة الدفع رقم 1894,Low
الرد على استفسارات العملاء رقم 294,Medium
Weekly team sync task #4699,High
Prepare monthly KPI dashboard task #1027,High
Handle customer refund request task #1694,Medium
Deploy release candidate task #652,Medium
Fix login issue reported by users task #3031,Low
Plan for team outing task #1903,Medium
اجتماع الفريق الأسبوعي رقم 612,Medium
Schedule interviews for new hires task #2754,High
طلب شراء أجهزة كمبيوتر جديدة رقم 1302,High
تحضير عرض تقديمي للاجتماع رقم 1484,Medium
تخطيط لحملة تسويقية رقم 4578,Medium
Update antivirus software task #3221,Medium
Prepare for board meeting task #2803,High
اجتماع الفريق الأسبوعي رقم 4289,High
تحضير عرض تقديمي للاجتماع رقم 4703,Medium
Refactor legacy code task #2198,Medium
Check emails task #1271,Medium
Weekly team sync task #4995,Medium
الرد على استفسارات العملاء رقم 1265,Medium
Fix production bug urgently task #4851,Low
جدولة إجازة رقم 1996,Medium
Prepare monthly KPI dashboard task #533,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 2586,High
Prepare monthly KPI dashboard task #1731,Medium
الرد على استفسارات العملاء رقم 3343,Low
Daily standup notes task #545,Medium
اجتماع الفريق الأسبوعي رقم 1523,High
Create timeline for new project task #4115,High
Update antivirus software task #998,High
إرسال التقرير النهائي غداً رقم 4547,High
Plan for team outing task #3415,High
Check emails task #4574,High
Set up monitoring alerts task #2347,Medium
مراجعة الكود للميزة الجديدة رقم 4111,High
Team feedback session task #2084,Medium
Refactor legacy code task #2685,Low
اجتماع الفريق الأسبوعي رقم 1225,Medium
Prepare monthly KPI dashboard task #538,High
Create timeline for new project task #3408,Medium
تخطيط لحملة تسويقية رقم 2339,High
Respond to client complaints immediately task #23,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 2732,High
Create timeline for new project task #3696,High
الرد على استفسارات العملاء رقم 4655,Low
Prepare for board meeting task #908,High
Team feedback session task #718,High
اجتماع الفريق الأسبوعي رقم 2786,Low
Daily standup notes task #1917,Low
Create timeline for new project task #2576,Low
شراء مستلزمات المكتب رقم 3510,High
Book travel tickets for conference task #2128,Low
تحديث مستندات المشروع رقم 4544,Medium
التحقق من البريد الإلكتروني رقم 2209,Medium
Prepare for board meeting task #3688,High
Update antivirus software task #977,Low
الرد على استفسارات العملاء رقم 1407,High
جدولة إجازة رقم 3112,Medium
Create timeline for new project task #3479,Low
Submit annual financial report task #1728,High
الرد على استفسارات العملاء رقم 2734,Medium
Weekly team sync task #3932,Medium
Order new printers task #4395,High
Plan for team outing task #1943,Low
تحضير عرض تقديمي للاجتماع رقم 4252,High
Schedule interviews for new hires task #3426,High
Set up monitoring alerts task #3512,Medium
Prepare for board meeting task #101,Low
Prepare for board meeting task #1701,Low
Create timeline for new project task #851,Low
Deploy release candidate task #2728,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 2726,Low
Submit annual financial report task #4724,Low
Refactor legacy code task #1764,High
Book travel tickets for conference task #1401,Medium
متابعة الفاتورة مع المورد رقم 4364,Medium
تنظيم تدقيق ربعي رقم 2001,Medium
اجتماع الفريق الأسبوعي رقم 1335,High
Order new printers task #3658,Medium
تخطيط لحملة تسويقية رقم 1712,High
التحقق من البريد الإلكتروني رقم 2292,Medium
Submit annual financial report task #4311,Medium
إرسال التقرير النهائي غداً رقم 2619,Medium
مراجعة الكود للميزة الجديدة رقم 3947,Medium
مراجعة الكود للميزة الجديدة رقم 2390,Medium
Prepare for board meeting task #4480,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 3216,High
تصحيح خطأ في بوابة الدفع رقم 3171,High
طلب شراء أجهزة كمبيوتر جديدة رقم 4340,High
تحضير عرض تقديمي للاجتماع رقم 1403,Low
Plan for team outing task #4818,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 2644,High
Fix production bug urgently task #897,High
مراجعة الكود للميزة الجديدة رقم 4246,Medium
Set up monitoring alerts task #4643,High
Fix login issue reported by users task #3937,High
تنظيم تدقيق ربعي رقم 3710,Medium
تنظيم تدقيق ربعي رقم 4217,Low
Prepare for board meeting task #3202,Low
Submit annual financial report task #2620,Medium
تصحيح خطأ في بوابة الدفع رقم 4547,Medium
Submit annual financial report task #4574,Medium
Schedule interviews for new hires task #2693,High
Schedule interviews for new hires task #2009,High
Handle customer refund request task #1004,Medium
تحديث أمني هام جداً رقم 3081,High
Prepare monthly KPI dashboard task #2284,Medium
Respond to client complaints immediately task #3109,Low
شراء مستلزمات المكتب رقم 1116,High
Respond to client complaints immediately task #4642,Low
متابعة الفاتورة مع المورد رقم 2652,Low
Check emails task #3356,Medium
تحديث مستندات المشروع رقم 3682,Medium
Weekly team sync task #4231,Low
تحضير عرض تقديمي للاجتماع رقم 1780,Medium
تحديث أمني هام جداً رقم 1614,Medium
مراجعة الكود للميزة الجديدة رقم 4959,Medium
متابعة الفاتورة مع المورد رقم 3088,High
Submit annual financial report task #4773,Low
Handle customer refund request task #3353,Medium
Prepare monthly KPI dashboard task #2954,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 2492,Medium
Team feedback session task #433,Medium
Refactor legacy code task #4494,High
Schedule interviews for new hires task #136,Medium
شراء مستلزمات المكتب رقم 3265,Low
Order new printers task #686,Low
تحضير عرض تقديمي للاجتماع رقم 2347,Medium
Prepare for board meeting task #1556,Medium
اجتماع الفريق الأسبوعي رقم 3723,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 4534,Low
تحديث أمني هام جداً رقم 3202,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 1438,High
Prepare for board meeting task #597,High
مراجعة الكود للميزة الجديدة رقم 1938,High
Book travel tickets for conference task #2314,High
Handle customer refund request task #108,High
مراجعة الكود للميزة الجديدة رقم 1532,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 1229,Low
Refactor legacy code task #2332,Low
Schedule interviews for new hires task #3018,Low
Prepare for board meeting task #3490,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 4661,Medium
تخطيط لحملة تسويقية رقم 868,High
Set up monitoring alerts task #1263,Medium
تصحيح خطأ في بوابة الدفع رقم 885,Low
Create timeline for new project task #3104,Medium
اجتماع الفريق الأسبوعي رقم 41,High
Create timeline for new project task #3266,Low
Set up monitoring alerts task #1508,High
إرسال التقرير النهائي غداً رقم 3018,Medium
جدولة إجازة رقم 3457,Medium
اجتماع الفريق الأسبوعي رقم 497,Medium
Fix production bug urgently task #4785,Medium
Order new printers task #1733,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 2365,High
Update antivirus software task #264,Medium
Refactor legacy code task #2630,High
تصحيح خطأ في بوابة الدفع رقم 4130,Low
مراجعة الكود للميزة الجديدة رقم 3294,High
Plan for team outing task #4044,Low
Submit annual financial report task #198,High
Create timeline for new project task #405,High
Handle customer refund request task #3431,Medium
Submit annual financial report task #2480,Medium
Submit annual financial report task #1073,High
Prepare for board meeting task #4139,Medium
Plan for team outing task #2958,Medium
Refactor legacy code task #2114,Medium
Order new printers task #1277,Low
جدولة إجازة رقم 1337,Medium
Deploy release candidate task #3421,Low
التحقق من البريد الإلكتروني رقم 1751,Medium
Create timeline for new project task #3266,High
Set up monitoring alerts task #980,High
مراجعة الكود للميزة الجديدة رقم 4776,Medium
Schedule interviews for new hires task #405,Medium
Deploy release candidate task #1897,Medium
Handle customer refund request task #2947,Medium
Fix production bug urgently task #4852,High
Daily standup notes task #2539,Medium
إصلاح عاجل لمشكلة في الخادم رقم 3754,High
تصحيح خطأ في بوابة الدفع رقم 3926,Medium
تحضير عرض تقديمي للاجتماع رقم 4272,Medium
Deploy release candidate task #3129,Medium
تحضير عرض تقديمي للاجتماع رقم 4933,Medium
Plan for team outing task #144,High
Team feedback session task #2694,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 3844,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 2933,High
نشر التحديثات الجديدة على السيرفر رقم 2305,Medium
Book travel tickets for conference task #3704,Low
Deploy release candidate task #1197,High
نشر التحديثات الجديدة على السيرفر رقم 700,Low
Submit annual financial report task #2403,Medium
Prepare for board meeting task #2995,Medium
Update antivirus software task #2882,High
Handle customer refund request task #4402,Low
نشر التحديثات الجديدة على السيرفر رقم 4648,High
تحديث مستندات المشروع رقم 1707,High
متابعة الفاتورة مع المورد رقم 1803,High
إصلاح عاجل لمشكلة في الخادم رقم 4417,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 189,High
Schedule interviews for new hires task #257,Medium
تحديث مستندات المشروع رقم 3115,High
جدولة إجازة رقم 3807,High
Book travel tickets for conference task #4545,Low
اجتماع الفريق الأسبوعي رقم 750,Low
مراجعة الكود للميزة الجديدة رقم 4799,Medium
تحديث مستندات المشروع رقم 1108,High
اجتماع الفريق الأسبوعي رقم 929,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 719,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 4558,Medium
Order new printers task #3096,High
Prepare monthly KPI dashboard task #3496,Medium
Update antivirus software task #3942,Medium
إرسال التقرير النهائي غداً رقم 4840,High
تنظيم تدقيق ربعي رقم 3020,Medium
Check emails task #3522,Medium
تصحيح خطأ في بوابة الدفع رقم 3551,Low
شراء مستلزمات المكتب رقم 4850,Low
تخطيط لحملة تسويقية رقم 3482,Medium
متابعة الفاتورة مع المورد رقم 4535,Low
Fix production bug urgently task #4446,Low
إرسال التقرير النهائي غداً رقم 4948,Medium
Weekly team sync task #304,Medium
Check emails task #4073,Low
Handle customer refund request task #1589,Medium
التحقق من البريد الإلكتروني رقم 2827,High
تحضير عرض تقديمي للاجتماع رقم 4533,Medium
تحديث أمني هام جداً رقم 44,Medium
Deploy release candidate task #4107,Medium
Order new printers task #4563,Medium
Weekly team sync task #4206,High
مراجعة الكود للميزة الجديدة رقم 1648,High
تخطيط لحملة تسويقية رقم 2590,Low
تصحيح خطأ في بوابة الدفع رقم 4297,High
تنظيم تدقيق ربعي رقم 2167,Medium
تصحيح خطأ في بوابة الدفع رقم 1506,High
Set up monitoring alerts task #1874,Medium
Daily standup notes task #4559,Medium
نشر التحديثات الجديدة على السيرفر رقم 4883,Medium
Plan for team outing task #1105,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 3549,Low
تحضير عرض تقديمي للاجتماع رقم 3326,Medium
Order new printers task #2235,Low
تحضير عرض تقديمي للاجتماع رقم 2131,Medium
Refactor legacy code task #4640,Medium
Team feedback session task #4501,High
Set up monitoring alerts task #2163,Medium
Plan for team outing task #3991,Medium
جدولة إجازة رقم 3142,Medium
نشر التحديثات الجديدة على السيرفر رقم 1754,High
اجتماع الفريق الأسبوعي رقم 2012,Low
Set up monitoring alerts task #3369,Medium
تحديث مستندات المشروع رقم 4335,High
التحقق من البريد الإلكتروني رقم 4939,Medium
تحضير عرض تقديمي للاجتماع رقم 2238,High
التحقق من البريد الإلكتروني رقم 3838,Medium
Prepare monthly KPI dashboard task #1403,Low
نشر التحديثات الجديدة على السيرفر رقم 2550,High
تخطيط لحملة تسويقية رقم 814,High
Create timeline for new project task #2406,Medium
Book travel tickets for conference task #888,High
شراء مستلزمات المكتب رقم 981,High
الرد على استفسارات العملاء رقم 496,Medium
تحديث مستندات المشروع رقم 2242,Low
Handle customer refund request task #3030,Medium
الرد على استفسارات العملاء رقم 2916,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 2133,High
Handle customer refund request task #4724,Medium
اجتماع الفريق الأسبوعي رقم 803,Medium
جدولة إجازة رقم 2074,High
Update antivirus software task #2016,High
Daily standup notes task #2620,High
جدولة إجازة رقم 231,Medium
شكوى من العميل - يجب حلها فوراً رقم 3303,High
Submit annual financial report task #344,Medium
التحقق من البريد الإلكتروني رقم 3760,Medium
Handle customer refund request task #1739,Medium
Schedule interviews for new hires task #382,Medium
Respond to client complaints immediately task #4842,Medium
Deploy release candidate task #546,High
Update antivirus software task #3425,Medium
شكوى من العميل - يجب حلها فوراً رقم 3478,Medium
Submit annual financial report task #825,Low
Daily standup notes task #2778,Medium
Refactor legacy code task #4357,Medium
Daily standup notes task #2876,Medium
Submit annual financial report task #141,High
Weekly team sync task #2415,Low
Set up monitoring alerts task #777,Medium
Book travel tickets for conference task #3515,High
Submit annual financial report task #576,High
Prepare for board meeting task #849,High
Schedule interviews for new hires task #2291,High
شكوى من العميل - يجب حلها فوراً رقم 3582,High
Schedule interviews for new hires task #3517,Medium
تنظيم تدقيق ربعي رقم 1807,Medium
مراجعة الكود للميزة الجديدة رقم 3808,Medium
تحديث أمني هام جداً رقم 2096,High
Fix login issue reported by users task #4938,Medium
Check emails task #2111,High
Weekly team sync task #1055,Medium
Prepare for board meeting task #4845,Medium
تنظيم تدقيق ربعي رقم 3983,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 2662,High
Create timeline for new project task #2972,High
طلب شراء أجهزة كمبيوتر جديدة رقم 2324,Medium
Order new printers task #4213,High
إرسال التقرير النهائي غداً رقم 3065,Medium
تصحيح خطأ في بوابة الدفع رقم 4990,Low
Schedule interviews for new hires task #2305,High
طلب شراء أجهزة كمبيوتر جديدة رقم 4839,Medium
الرد على استفسارات العملاء رقم 1479,High
Daily standup notes task #3363,High
تصحيح خطأ في بوابة الدفع رقم 1609,Medium
Respond to client complaints immediately task #1191,Low
Deploy release candidate task #4638,Medium
Check emails task #3080,Low
تنظيم تدقيق ربعي رقم 903,Low
شراء مستلزمات المكتب رقم 21,Low
جدولة إجازة رقم 2885,Medium
جدولة إجازة رقم 1132,Medium
Plan for team outing task #1744,Medium
إصلاح عاجل لمشكلة في الخادم رقم 389,Low
متابعة الفاتورة مع المورد رقم 497,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 13,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 4288,Medium
Plan for team outing task #2539,High
التحقق من البريد الإلكتروني رقم 3872,High
Fix production bug urgently task #3493,Medium
مراجعة الكود للميزة الجديدة رقم 1233,Medium
Refactor legacy code task #2330,Medium
الرد على استفسارات العملاء رقم 3904,Medium
Respond to client complaints immediately task #2277,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 4575,High
Handle customer refund request task #1335,High
Handle customer refund request task #2747,Medium
Prepare monthly KPI dashboard task #3327,High
Update antivirus software task #1800,High
Book travel tickets for conference task #1922,Medium
Team feedback session task #1446,Medium
التحقق من البريد الإلكتروني رقم 2014,Low
Fix login issue reported by users task #2589,Low
تحديث أمني هام جداً رقم 1730,High
Update antivirus software task #2371,Medium
Set up monitoring alerts task #4860,Medium
Schedule interviews for new hires task #4828,Medium
شراء مستلزمات المكتب رقم 1634,High
Fix login issue reported by users task #1536,Medium
جدولة إجازة رقم 2547,High
Plan for team outing task #3818,High
Fix production bug urgently task #3574,High
اجتماع الفريق الأسبوعي رقم 2891,Low
Create timeline for new project task #4603,Low
Weekly team sync task #3830,High
Refactor legacy code task #3114,High
متابعة الفاتورة مع المورد رقم 4393,Medium
Deploy release candidate task #4140,Low
Refactor legacy code task #3078,High
Update antivirus software task #4529,Medium
شراء مستلزمات المكتب رقم 2889,Medium
متابعة الفاتورة مع المورد رقم 73,High
متابعة الفاتورة مع المورد رقم 4234,Medium
Daily standup notes task #677,High
تحضير عرض تقديمي للاجتماع رقم 2459,Medium
Daily standup notes task #1975,Low
تصحيح خطأ في بوابة الدفع رقم 764,Medium
نشر التحديثات الجديدة على السيرفر رقم 1588,High
شراء مستلزمات المكتب رقم 1416,Medium
Refactor legacy code task #782,High
تحديث أمني هام جداً رقم 544,Low
تحضير عرض تقديمي للاجتماع رقم 2263,High
Update antivirus software task #1592,High
تحديث مستندات المشروع رقم 4893,High
Daily standup notes task #4817,High
Set up monitoring alerts task #145,High
Prepare for board meeting task #730,Medium
شكوى من العميل - يجب حلها فوراً رقم 3751,Medium
متابعة الفاتورة مع المورد رقم 1804,Medium
جدولة إجازة رقم 4172,Medium
Prepare for board meeting task #4304,Low
Prepare for board meeting task #3626,Medium
شراء مستلزمات المكتب رقم 710,Medium
تصحيح خطأ في بوابة الدفع رقم 480,Medium
Order new printers task #4528,High
تحديث مستندات المشروع رقم 3041,High
تنظيم تدقيق ربعي رقم 117,Medium
مراجعة الكود للميزة الجديدة رقم 3790,High
تصحيح خطأ في بوابة الدفع رقم 92,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 3200,Low
نشاط ترفيهي للفريق الأسبوع القادم رقم 4884,Medium
تحديث مستندات المشروع رقم 4770,Low
Daily standup notes task #3181,Medium
Weekly team sync task #2332,High
نشر التحديثات الجديدة على السيرفر رقم 425,High
Book travel tickets for conference task #4093,High
إرسال التقرير النهائي غداً رقم 1360,Medium
شراء مستلزمات المكتب رقم 1197,Medium
Book travel tickets for conference task #2762,Medium
تحديث أمني هام جداً رقم 28,Low
تصحيح خطأ في بوابة الدفع رقم 1060,Medium
شراء مستلزمات المكتب رقم 1899,High
تخطيط لحملة تسويقية رقم 2395,Medium
مراجعة الكود للميزة الجديدة رقم 3717,Medium
Prepare monthly KPI dashboard task #2077,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 2361,Medium
تحديث أمني هام جداً رقم 357,Medium
جدولة إجازة رقم 1956,Low
Handle customer refund request task #1208,Low
Handle customer refund request task #3754,Medium
Book travel tickets for conference task #187,Medium
إصلاح عاجل لمشكلة في الخادم رقم 1749,High
Fix production bug urgently task #4352,Medium
شكوى من العميل - يجب حلها فوراً رقم 4510,Medium
Plan for team outing task #242,Medium
Order new printers task #4758,Medium
Respond to client complaints immediately task #627,Medium
شكوى من العميل - يجب حلها فوراً رقم 1980,High
Daily standup notes task #4792,High
Deploy release candidate task #1809,Low
Create timeline for new project task #3425,Medium
إصلاح عاجل لمشكلة في الخادم رقم 4143,Low
مراجعة الكود للميزة الجديدة رقم 3511,Medium
Weekly team sync task #1575,Medium
Book travel tickets for conference task #4290,Medium
Submit annual financial report task #3579,High
مراجعة الكود للميزة الجديدة رقم 2728,Medium
تحضير عرض تقديمي للاجتماع رقم 3912,High
Update antivirus software task #4056,High
إرسال التقرير النهائي غداً رقم 4551,High
Daily standup notes task #544,Medium
Book travel tickets for conference task #3521,High
تحديث أمني هام جداً رقم 3836,Medium
شكوى من العميل - يجب حلها فوراً رقم 1756,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 1711,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 3238,Low
Check emails task #658,High
تنظيم تدقيق ربعي رقم 1725,High
الرد على استفسارات العملاء رقم 2223,High
مراجعة الكود للميزة الجديدة رقم 740,Low
التحقق من البريد الإلكتروني رقم 3095,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 3215,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 291,Low
شراء مستلزمات المكتب رقم 2316,High
طلب شراء أجهزة كمبيوتر جديدة رقم 1001,High
تخطيط لحملة تسويقية رقم 4344,Medium
Set up monitoring alerts task #1946,High
تحديث أمني هام جداً رقم 2296,High
Set up monitoring alerts task #2707,Low
Order new printers task #3174,Medium
Book travel tickets for conference task #1066,Medium
تخطيط لحملة تسويقية رقم 4683,High
Deploy release candidate task #4318,Medium
تحديث أمني هام جداً رقم 341,High
تحديث أمني هام جداً رقم 3663,Low
Create timeline for new project task #1590,High
Set up monitoring alerts task #3330,Low
